"trackid","DisasterID","DisasterName","lastname","firstname","dob","age","sex","uniqueID","imgptr","agency","agentID","agentname","agentcontactinfo","agentnote","searchername","searchernote","searchercontactinfo"
"STEPHE0002","201104ALabama","Alabama Tornador of April 2011","Stephenson","Jane",5/19/1984 0:00:00,28,"F",,"8f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Stephenson came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"DOCKER0000","201104ALabama","Alabama Tornador of April 2011","Dockery","Jane",6/19/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Dockery came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"ROBBIN0000","201104ALabama","Alabama Tornador of April 2011","Robbins","John",1/5/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Robbins was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"ROBBIN0001","201104ALabama","Alabama Tornador of April 2011","Robbins","John",7/25/1972 0:00:00,40,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Robbins was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"BROWN0010","201104ALabama","Alabama Tornador of April 2011","Brown","Jane",9/18/1976 0:00:00,36,"F",,"6f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Brown came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"YARBRO0002","201104ALabama","Alabama Tornador of April 2011","Yarbrough","Jane",6/19/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Yarbrough came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"ORTIZ0001","201104ALabama","Alabama Tornador of April 2011","Ortiz","Jane",2/26/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Ortiz came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"LUCAS0001","201104ALabama","Alabama Tornador of April 2011","Lucas","John",5/28/1968 0:00:00,44,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Lucas was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"SMITH0015","201104ALabama","Alabama Tornador of April 2011","Smith","John",8/12/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Smith was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"JOHNSO0012","201104ALabama","Alabama Tornador of April 2011","Johnson","John",10/27/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Johnson was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"JOHNSO0013","201104ALabama","Alabama Tornador of April 2011","Johnson","John",3/2/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Johnson was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"WHITE0004","201104ALabama","Alabama Tornador of April 2011","White","Jane",3/7/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane White came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"WESTBR0000","201104ALabama","Alabama Tornador of April 2011","Westbrook","John",12/6/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Westbrook was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"LAMBER0000","201104ALabama","Alabama Tornador of April 2011","Lamberth","John",3/17/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Lamberth was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"HILTON0000","201104ALabama","Alabama Tornador of April 2011","Hilton","John",10/28/1980 0:00:00,32,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Hilton was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"DAVIS0007","201104ALabama","Alabama Tornador of April 2011","Davis","John",8/4/1977 0:00:00,35,"M",,"5m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Davis was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"DENHAM0000","201104ALabama","Alabama Tornador of April 2011","Denham","John",9/30/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Denham was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"WATKIN0004","201104ALabama","Alabama Tornador of April 2011","watkins","Jane",3/12/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane watkins came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"BYRD0000","201104ALabama","Alabama Tornador of April 2011","Byrd","Jane",9/17/1976 0:00:00,36,"F",,"6f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Byrd came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"MILLER0002","201104ALabama","Alabama Tornador of April 2011","Miller","John",2/17/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Miller was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"WANNEM0000","201104ALabama","Alabama Tornador of April 2011","Wannemacher","John",4/5/1971 0:00:00,41,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Wannemacher was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"STEWAR0001","201104ALabama","Alabama Tornador of April 2011","Stewart","John",8/31/1979 0:00:00,33,"M",,"3m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Stewart was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"EVANS0000","201104ALabama","Alabama Tornador of April 2011","Evans","Jane",3/21/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Evans came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"ECHOLS0000","201104ALabama","Alabama Tornador of April 2011","Echols II","John",3/21/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Echols II was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"REESE0000","201104ALabama","Alabama Tornador of April 2011","Reese","John",3/19/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Reese was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
